title,oldUrl,category,action,targetPath,contentType,persona
Send back actions,/t/h7ylt39/send-back-actions,Product Documentation / 📒 User guide / Processes / Process workflows,migrate,build/processes/workflow-design/send-back-actions,guide,citizen-developer
Creating and using board views in apps,/t/g9ylynl/creating-and-using-board-views-in-apps,Product Documentation / 📒 User guide / Apps / Building apps / Boards in apps,migrate,build/boards/creating-and-using-board-views-in-apps,guide,citizen-developer
Guided autofill for smart attachments,/t/m1yzcgv/guided-autofill-for-smart-attachments,Product Documentation / 📒 User guide / Forms & Expressions / Fields / Field types,migrate,build/forms/field-types/guided-autofill-for-smart-attachments,reference,citizen-developer
Homepage overview,/t/83yzsc6/homepage-overview,Product Documentation / 🎬 Getting started / Onboarding guide,migrate,get-started/homepage-overview,tutorial,shared
Best practices for using Kissflow Integrations,/t/p8yzsxn/best-practices-for-using-kissflow-integrations,Product Documentation / 📒 User guide / Integrations / Managing integrations,migrate,build/integrations/best-practices-for-using-kissflow-integrations,guide,citizen-developer
API and SDK documentation,/t/h7yzwhd/api-and-sdk-documentation,Product Documentation / 🎬 Getting started / Developer guide,migrate,develop/overview/api-and-sdk-documentation,guide,pro-developer
Customizing themes for Kissflow Apps,/t/p8yz5qh/customizing-themes-for-kissflow-apps,Product Documentation / 📒 User guide / Apps / Settings / Theme settings,migrate,build/apps/customizing-themes-for-kissflow-apps,reference,citizen-developer
Notifications in apps,/t/35yzjv9/notifications-in-apps,Product Documentation / 📒 User guide / Apps / Settings / Notification settings,migrate,build/apps/notifications-in-apps,reference,citizen-developer
Notification events in apps,/t/y4yzjv4/notification-events-in-apps,Product Documentation / 📒 User guide / Apps / Settings / Notification settings,migrate,build/apps/notification-events-in-apps,reference,citizen-developer
App developer role (deprecated),/t/p8yzjv7/app-developers,Product Documentation / 📒 User guide / Apps / Settings / Developer settings,migrate,build/apps/app-developers,reference,citizen-developer
Role permissions,/t/83yzj9j/role-permissions,Product Documentation / 📒 User guide / Apps / Building apps / Roles and permissions,migrate,build/roles-and-permissions/role-permissions,guide,citizen-developer
Reports,/t/x2yzj9g/reports,Product Documentation / 📒 User guide / Apps / Building apps / Analytics in apps,migrate,build/analytics/reports,guide,citizen-developer
Analytics in apps,/t/g9yzj45/analytics-in-apps,Product Documentation / 📒 User guide / Apps / Building apps / Analytics in apps,migrate,build/analytics/analytics-in-apps,guide,citizen-developer
Application roles,/t/h7yzj46/application-roles,Product Documentation / 📒 User guide / Apps / Building apps / Roles and permissions,migrate,build/roles-and-permissions/application-roles,guide,citizen-developer
Variables and parameters in app development,/t/35yzj4x/variables-and-parameters-in-app-development,Product Documentation / 📒 User guide / Apps / Building apps / Variables,migrate,build/variables/variables-and-parameters-in-app-development,guide,citizen-developer
Using variables in application development,/t/83yzj4y/using-variables-in-application-development,Product Documentation / 📒 User guide / Apps / Building apps / Variables,migrate,build/variables/using-variables-in-application-development,guide,citizen-developer
Model viewer,/t/60yzjcv/model-viewer,Product Documentation / 📒 User guide / Apps / Building apps / Model viewer,migrate,build/apps/model-viewer,guide,citizen-developer
Working with resource manager in Apps,/t/h7yzjc4/working-with-resource-manager-in-apps,Product Documentation / 📒 User guide / Apps / Building apps / Resources,migrate,build/apps/working-with-resource-manager-in-apps,guide,citizen-developer
Creating and managing navigation,/t/35yzja6/creating-and-managing-navigation,Product Documentation / 📒 User guide / Apps / Building apps / Navigation,migrate,build/navigation/creating-and-managing-navigation,guide,citizen-developer
Account governance,/t/x2yz7v7/account-governance,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/account-governance,reference,shared
Process,/t/83yz7vs/process,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/process,reference,shared
Board,/t/y4yz7v0/board,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/board,reference,shared
Item,/t/35yz7va/item,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/item,reference,shared
Item bar,/t/q6yz7vc/item-bar,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/item-bar,reference,shared
Kanban,/t/h7yz7v4/kanban,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/kanban,reference,shared
Matrix,/t/p8yz7v9/matrix,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/matrix,reference,shared
List,/t/g9yz7vv/list,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/list,reference,shared
Timeline,/t/60yzsqq/timeline,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/timeline,reference,shared
Assignee,/t/x2yzsqh/assignee,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/assignee,reference,shared
Document template,/t/83yzsqy/document-template,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/document-template,reference,shared
Impersonation,/t/y4yzsq3/impersonation,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/impersonation,reference,shared
Audit log,/t/35yzsqx/audit-log,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/audit-log,reference,shared
AI-suggested workflow,/t/q6yzsq8/ai-suggested-workflow,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/ai-suggested-workflow,reference,shared
Parallel branch,/t/h7yzsq6/parallel-branch,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/parallel-branch,reference,shared
AI-suggested steps,/t/p8yzsqm/ai-suggested-steps,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/ai-suggested-steps,reference,shared
Goto,/t/g9yzsqt/goto,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/goto,reference,shared
Round robin assignment,/t/60yzsqz/round-robin-assignment,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/round-robin-assignment,reference,shared
Least loaded assignment,/t/m1yzsql/least-loaded-assignment,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/least-loaded-assignment,reference,shared
Action,/t/83yzsqf/action,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/action,reference,shared
Collaborator,/t/y4yzsqk/collaborator,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/collaborator,reference,shared
Connection,/t/35yzsq1/connection,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/connection,reference,shared
Connector,/t/q6yzsqp/connector,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/connector,reference,shared
Editor,/t/h7yzsqg/editor,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/editor,reference,shared
Integration,/t/p8yzsqj/integration,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/integration,reference,shared
Run,/t/g9yzsq5/run,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/run,reference,shared
Rerun,/t/60yzsqr/rerun,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/rerun,reference,shared
Run history,/t/m1yzsq2/run-history,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/run-history,reference,shared
Step,/t/x2yzsqb/step,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/step,reference,shared
Trigger,/t/y4yzsqd/trigger,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/trigger,reference,shared
Search action,/t/35yzsqw/search-action,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/search-action,reference,shared
Form,/t/q6yzsqn/form,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/form,reference,shared
Field,/t/h7yzsq7/field,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/field,reference,shared
Section,/t/p8yzsqs/section,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/section,reference,shared
Table,/t/g9yzsq0/table,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/table,reference,shared
Field ID,/t/60yzsqa/field-id,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/field-id,reference,shared
Validation,/t/m1yzsqc/validation,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/validation,reference,shared
Dataset,/t/x2yzsq4/dataset,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/dataset,reference,shared
View,/t/83yzsq9/view,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/view,reference,shared
Key,/t/35yzsqv/key,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/key,reference,shared
External data object,/t/q6yzshq/external-data-object,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/external-data-object,reference,shared
Smart attachment,/t/h7yzshh/smart-attachment,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/smart-attachment,reference,shared
Multi-select dropdown,/t/p8yzshy/multi-select-dropdown,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/multi-select-dropdown,reference,shared
Checkbox,/t/g9yzsh3/checkbox,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/checkbox,reference,shared
Remote lookup,/t/60yzshx/remote-lookup,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/remote-lookup,reference,shared
Aggregation,/t/m1yzsh8/aggregation,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/aggregation,reference,shared
Geolocation,/t/x2yzsh6/geolocation,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/geolocation,reference,shared
Application,/t/83yzshm/application,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/application,reference,shared
Kissflow Apps,/t/y4yzsht/kissflow-apps,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/kissflow-apps,reference,shared
Kissflow App Store,/t/q6yzshz/kissflow-app-store,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/kissflow-app-store,reference,shared
Components,/t/h7yzshl/components,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/components,reference,shared
Custom components,/t/p8yzshf/custom-components,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/custom-components,reference,shared
Navigation,/t/g9yzshk/navigation,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/navigation,reference,shared
Page,/t/60yzsh1/page,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/page,reference,shared
Initiate,/t/m1yzshp/initiate,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/initiate,reference,shared
Manage,/t/x2yzshg/manage,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/manage,reference,shared
Run,/t/83yzshj/run,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/run-alt2,reference,shared
Model viewer,/t/y4yzsh5/model-viewer,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/model-viewer,reference,shared
Portal Admin,/t/35yzshr/portal-admin,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/portal-admin,reference,shared
Analytics report,/t/h7yzsh2/analytics-report,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/analytics-report,reference,shared
Data Source,/t/p8yzshb/data-source,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/data-source,reference,shared
System tables,/t/g9yzshd/system-tables,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/system-tables,reference,shared
Dataview,/t/60yzshw/dataview,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/dataview,reference,shared
Dimension,/t/m1yzshn/dimension,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/dimension,reference,shared
Measure,/t/x2yzsh7/measure,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/measure,reference,shared
Legend,/t/83yzshs/legend,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/legend,reference,shared
Activity instance table,/t/y4yzsh0/activity-instance-table,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/activity-instance-table,reference,shared
Process instance table,/t/35yzsha/process-instance-table,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/process-instance-table,reference,shared
Child table,/t/q6yzshc/child-table,Product Documentation / 🔎 Quick references / Kissflow glossary,migrate,reference/glossary/child-table,reference,shared
Connected processes - Overview,/t/g9ytv27/connected-processes-overview,Product Documentation / 📒 User guide / Processes / Administering processes,migrate,admin/processes/connected-processes-overview,overview,admin
Connecting processes,/t/h7yz351/connecting-processes,Product Documentation / 📒 User guide / Processes / Administering processes,migrate,admin/processes/connecting-processes,guide,admin
FAQ - Connected processes,/t/x2yz355/faq-connected-processes,Product Documentation / 📒 User guide / Processes / Administering processes,migrate,admin/processes/faq-connected-processes,guide,admin
Setting up conditional visibility for page components,/t/g9yt0py/setting-up-conditional-visibility-for-page-components,Product Documentation / 📒 User guide / Apps / Building apps / Building & Deploying Apps (old),skip-legacy,,guide,shared
Event categories and actions,/t/60ytnn6/event-categories-and-actions,Product Documentation / 📒 User guide / Account management / Account settings / Admin settings / Audit log,migrate,admin/audit-log/event-categories-and-actions,guide,admin
Switching roles at runtime in Kissflow Apps,/t/83ytnlb/switching-roles-at-runtime-in-kissflow-apps,Product Documentation / 📒 User guide / Apps / Building apps / Roles and permissions,migrate,build/roles-and-permissions/switching-roles-at-runtime-in-kissflow-apps,guide,citizen-developer
Conditional paths in control connector,/t/60ytd1r/conditional-paths-in-control-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/conditional-paths-in-control-connector,reference,citizen-developer
Migrating a connector to its latest version,/t/y4ytk49/migrating-a-connector-to-its-latest-version,Product Documentation / 📒 User guide / Integrations / Managing integrations,migrate,build/integrations/migrating-a-connector-to-its-latest-version,guide,citizen-developer
Image annotation,/t/h7ytkjr/image-annotation,Product Documentation / 📒 User guide / Forms & Expressions / Fields / Field types,migrate,build/forms/field-types/image-annotation,reference,citizen-developer
Delay connector,/t/83ytfv5/delay-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/delay-connector,reference,citizen-developer
SFTP connector,/t/h7ytzbz/sftp-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/sftp-connector,reference,citizen-developer
Auto-generating dataform records,/t/h7yt8cg/auto-generating-dataform-records,Product Documentation / 📒 User guide / Apps / Building apps / Dataforms (old),merge,build/forms/auto-generating-dataform-records-alt2,guide,citizen-developer
FAQ - Connected boards,/t/35ymay8/faq-connected-boards,Product Documentation / 📒 User guide / Boards / Managing boards,migrate,build/boards/faq-connected-boards,guide,citizen-developer
Connecting boards with other boards and processes,/t/m1ymay3/connecting-boards-with-other-boards-and-processes,Product Documentation / 📒 User guide / Boards / Managing boards,migrate,build/boards/connecting-boards-with-other-boards-and-processes,guide,citizen-developer
Important Reminder: Deprecation of Kissflow Chat and Spaces,/t/h7ymw5v/important-reminder-deprecation-of-kissflow-chat-and-spaces,Product Documentation / 🔎 Quick references / Discontinued services,migrate,whats-new/discontinued-services/important-reminder-deprecation-of-kissflow-chat-and-spaces,reference,shared
Connecting boards with other boards and processes - Overview,/t/x2ymwj1/connecting-boards-with-other-boards-and-processes-overview,Product Documentation / 📒 User guide / Boards / Managing boards,migrate,build/boards/connecting-boards-with-other-boards-and-processes-overview,overview,citizen-developer
Security settings for flows,/t/83ymdnx/security-settings-for-flows,Product Documentation / 📒 User guide / Processes / Administering processes,migrate,admin/processes/security-settings-for-flows,guide,admin
Understanding data sources,/t/q6ymbj1/understanding-data-sources,Product Documentation / 📒 User guide / Analytics / Working with Kissflow Analytics,migrate,build/analytics/understanding-data-sources-alt2,guide,citizen-developer
Portal audit log,/t/y4ymrjg/portal-audit-log,Product Documentation / 📒 User guide / Portal / Portals,migrate,admin/portals/portal-audit-log,guide,admin
SAP Business ByDesign connector,/t/h7ym3xd/sap-business-bydesign-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/sap-business-bydesign-connector,reference,citizen-developer
Form child tables in the PWA and native mobile app,/t/60y6452/form-child-tables-in-the-pwa-and-native-mobile-app,Product Documentation / 🎬 Getting started / Mobile guide,migrate,use/mobile/form-child-tables-in-the-pwa-and-native-mobile-app,guide,end-user
Microsoft Dynamics 365 Business Central connector,/t/h7y65kq/microsoft-dynamics-365-business-central-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/microsoft-dynamics-365-business-central-connector,reference,citizen-developer
Notification events in apps,/t/83y6kgm/notification-events-in-apps,Product Documentation / 📒 User guide / Apps / Building apps / Building & Deploying Apps (old),skip-legacy,,guide,shared
Notification events in processes,/t/h7y6kg2/notification-events-in-processes,Product Documentation / 📒 User guide / Processes / Processes,migrate,build/processes/notification-events-in-processes,guide,citizen-developer
Notification events in boards,/t/x2y6kg7/notification-events-in-boards,Product Documentation / 📒 User guide / Boards / Managing boards,migrate,build/boards/notification-events-in-boards,guide,citizen-developer
Notifications in apps,/t/m1y6kp2/notifications-in-apps,Product Documentation / 📒 User guide / Apps / Building apps / Building & Deploying Apps (old),skip-legacy,,guide,shared
Sharing data across apps using component referencing,/t/83y6m1q/sharing-data-across-apps-using-component-referencing,Product Documentation / 📒 User guide / Apps / Building apps / Roles and permissions,migrate,build/roles-and-permissions/sharing-data-across-apps-using-component-referencing,guide,citizen-developer
Zendesk connector,/t/60y6mk4/zendesk-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/zendesk-connector,reference,citizen-developer
Board notifications,/t/60y68hm/board-notifications,Product Documentation / 📒 User guide / Boards / Managing boards,migrate,build/boards/board-notifications,guide,citizen-developer
Process notifications,/t/g9y68h6/process-notifications,Product Documentation / 📒 User guide / Processes / Processes,migrate,build/processes/process-notifications,guide,citizen-developer
User notification settings,/t/y4y6yd3/user-notification-settings,Product Documentation / 📒 User guide / Account management / Account settings / My settings / Notification settings,migrate,use/personal-settings/user-notification-settings,guide,end-user
Admin notification settings,/t/m1y6ydz/admin-notification-settings,Product Documentation / 📒 User guide / Account management / Account settings / Admin settings / Additional settings,migrate,admin/account-settings/admin-notification-settings,guide,admin
Multilingual settings in Apps,/t/83y890x/multilingual-settings-in-apps,Product Documentation / 📒 User guide / Apps / Building apps / Building & Deploying Apps (old),skip-legacy,,guide,shared
Oracle NetSuite connector,/t/x2y877l/oracle-netsuite-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/oracle-netsuite-connector,reference,citizen-developer
Customizing themes for Kissflow Apps,/t/m1y8wxj/customizing-themes-for-kissflow-apps,Product Documentation / 📒 User guide / Apps / Building apps / Building & Deploying Apps (old),skip-legacy,,guide,shared
Asana connector,/t/h7y8l34/asana-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/asana-connector,reference,citizen-developer
Geolocation settings,/t/p8y8zv6/geolocation-settings,Product Documentation / 📒 User guide / Account management / Account settings / Admin settings / Account settings,migrate,admin/account-settings/geolocation-settings,guide,admin
Active sessions,/t/p8y8z9f/active-sessions,Product Documentation / 📒 User guide / Account management / Account settings / My settings / Security settings,migrate,use/personal-settings/active-sessions,guide,end-user
Important Announcement: Deprecation of Self-Serve Option in Kissflow Subscription & Billing,/t/p8y8tcl/important-announcement-deprecation-of-self-serve-option-in-kissflow-subscription-billing,Product Documentation / 🔎 Quick references / Discontinued services,migrate,whats-new/discontinued-services/important-announcement-deprecation-of-self-serve-option-in-kissflow-subscription-billing,reference,shared
Adding conditions to an integration,/t/y4yx74p/adding-conditions-to-an-integration,Product Documentation / 📒 User guide / Integrations / Managing integrations,migrate,build/integrations/adding-conditions-to-an-integration,guide,citizen-developer
Remote lookup field overview,/t/p8yx2qt/remote-lookup-field-overview,Product Documentation / 📒 User guide / Forms & Expressions / Fields / Remote lookup,migrate,build/forms/field-types/remote-lookup-field-overview,reference,citizen-developer
Process comments,/t/q6yxmsb/process-comments,Product Documentation / 📒 User guide / Processes / Processes,migrate,build/processes/process-comments,guide,citizen-developer
Kissflow Dataform connector,/t/x2y35r7/connecting-to-kissflow-dataform,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/connecting-to-kissflow-dataform,reference,citizen-developer
Action Required: Deprecation of  Kissflow Employee Management Table,/t/h7y3zaw/action-required-deprecation-of-kissflow-employee-management-table,Product Documentation / 🔎 Quick references / Discontinued services,migrate,whats-new/discontinued-services/action-required-deprecation-of-kissflow-employee-management-table,reference,shared
Jira connector,/t/p8y3t7z/jira-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/jira-connector,reference,citizen-developer
Pivot report in processes,/t/g9y3tyw/pivot-report-in-processes,Product Documentation / 📒 User guide / Processes / Process reports,migrate,build/processes/pivot-report-in-processes,guide,citizen-developer
Chart reports,/t/q6y3tql/chart-reports,Product Documentation / 📒 User guide / Processes / Process reports,migrate,build/processes/chart-reports,guide,citizen-developer
Section and table style,/t/m1y3m5r/section-and-table-style,Product Documentation / 📒 User guide / Forms & Expressions / Forms,migrate,build/forms/section-and-table-style,guide,citizen-developer
Form style in Apps,/t/m1y3mxf/form-style-in-apps,Product Documentation / 📒 User guide / Forms & Expressions / Forms,migrate,build/forms/form-style-in-apps,guide,citizen-developer
Grid widget,/t/q6yywc7/grid-widget,Product Documentation / 📒 User guide / Forms & Expressions / Fields / Field types,migrate,build/forms/field-types/grid-widget,reference,citizen-developer
Action Required: End of Support for Kissflow Chat Connector in Integrations,/t/83y3h5r/action-required-end-of-support-for-kissflow-chat-connector-in-integrations,Product Documentation / 🔎 Quick references / Discontinued services,migrate,whats-new/discontinued-services/action-required-end-of-support-for-kissflow-chat-connector-in-integrations,reference,shared
Understanding use cases with SQL queries in Analytics,/t/h7yy9r2/understanding-use-cases-with-sql-queries-in-analytics,Product Documentation / 📒 User guide / Analytics / Use cases and solutions,migrate,build/analytics/understanding-use-cases-with-sql-queries-in-analytics,guide,citizen-developer
Google Chat connector,/t/m1yy7c7/google-chat-connector,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/google-chat-connector,reference,citizen-developer
Enhancing stability with static IP reservations,/t/h7yynvd/enhancing-stability-with-static-ip-reservations,Product Documentation / 🔎 Quick references / Important information,migrate,whats-new/important-notices/enhancing-stability-with-static-ip-reservations,reference,shared
Custom trigger by Kissflow,/t/g9yyqy3/custom-trigger-by-kissflow,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/custom-trigger-by-kissflow,reference,citizen-developer
Creating integrations using AI,/t/h7yh4cy/creating-integrations-using-ai,Product Documentation / 📒 User guide / Integrations / Connectors,migrate,build/integrations/connectors/creating-integrations-using-ai,reference,citizen-developer
Member actions in a process,/t/x2h9qtz/member-actions-in-a-process,Product Documentation / 📒 User guide / Processes / Using processes,migrate,use/tasks/member-actions-in-a-process,guide,end-user
Dataset and views overview,/t/p8h4alk/dataset-and-views-overview,Product Documentation / 📒 User guide / Datasets / Dataset overview,migrate,build/datasets/dataset-and-views-overview,overview,citizen-developer
Setting up SAML-based Single Sign-on for Microsoft Entra ID,/t/x2h4a1h/setting-up-saml-based-single-sign-on-for-microsoft-azure-id,Product Documentation / 📒 User guide / Account management / Account settings / Admin settings / Account security,migrate,admin/security/setting-up-saml-based-single-sign-on-for-microsoft-azure-id,guide,admin
Creating a dataset,/t/h7h4alb/creating-a-dataset,Product Documentation / 📒 User guide / Datasets / Creating datasets,migrate,build/datasets/creating-a-dataset,guide,citizen-developer
Analytics FAQs,/t/y4h9qz6/faqs-analytics,Product Documentation / 🔎 Quick references / Frequently asked questions,migrate,reference/faq/faqs-analytics,reference,shared
Apps FAQs,/t/60h9qp1/apps-faqs,Product Documentation / 🔎 Quick references / Frequently asked questions,migrate,reference/faq/apps-faqs,reference,shared
Configuring field permissions for process steps,/t/60h9qtm/configuring-field-permissions-for-process-steps,Product Documentation / 📒 User guide / Processes / Permission and actions,migrate,build/processes/step-configuration/configuring-field-permissions-for-process-steps,guide,citizen-developer
Configuring actions for process steps,/t/g9h9qt6/configuring-actions-for-process-steps,Product Documentation / 📒 User guide / Processes / Permission and actions,migrate,build/processes/step-configuration/configuring-actions-for-process-steps,guide,citizen-developer
Filtering items in a process,/t/83h9qtl/filtering-items-in-a-process,Product Documentation / 📒 User guide / Processes / Using processes,migrate,use/tasks/filtering-items-in-a-process,guide,end-user
Modifying fields in a dataset,/t/q6h4al2/modifying-fields-in-a-dataset,Product Documentation / 📒 User guide / Datasets / Creating datasets,migrate,build/datasets/modifying-fields-in-a-dataset,guide,citizen-developer
Refreshing lookup and aggregation field values,/t/m1h9qtt/refreshing-lookup-and-aggregation-field-values,Product Documentation / 📒 User guide / Processes / Permission and actions,migrate,build/processes/step-configuration/refreshing-lookup-and-aggregation-field-values,guide,citizen-developer
